"","DVSN_Name","DVSN_ID","DVSN_Type","DVSN_Date","DVSN_Loc","DVSN_Vol_Tot","Unit","Unmapped?"
"896","Sugarloaf Reservoir",2983,"Reservoir","1981","-37.673868,145.293932",75700,"megalitres",NA
"897","Goulburn River",2984,"River",NA,"-37.163574,145.423257",NA,NA,NA
"898","La Boca Dam",2985,"Reservoir","1960","25.42599,-100.128837",39.5,"Mm^3",NA
"899","Cerro Prieto Dam",2986,"Reservoir","1984","24.926295,-99.399576",300,"Mm^3",NA
"900","El Cuchillo dam",2987,"Reservoir","1993","25.705888,-99.284477",1123,"Mm^3",NA
"901","Monterrey groundwater",2988,"Groundwater",NA,"25.720117,-100.280457",NA,NA,NA
"902","Piedras Blancas",2989,"Reservoir",NA,"6.294152,-75.501394",1.2,"million m^3",NA
"903","La Fe",2990,"Reservoir",NA,"6.098183,-75.490365",118,"million m^3",NA
"904","Riogrande",2991,"Reservoir",NA,"6.506997,-75.450282",105.9,"million m^3",NA
"905","Medellín groundwater",2992,"Groundwater",NA,"6.26138,-75.633316",NA,NA,NA
"906","Jeddah groundwater",2993,"Groundwater",NA,"21.580827,39.248657",NA,NA,NA
"907","Nakdong River",2994,"River",NA,"35.241992,129.002227",NA,NA,NA
"908","Hwedong Reservoir",2995,"Reservoir",NA,"35.237172,129.117604",NA,NA,NA
"909","Beopki Reservoir",2996,"Reservoir",NA,"35.349926,129.105706",NA,NA,NA
"910","Maridalsvannet",2997,"Lake",NA,"59.974257,10.781193",NA,NA,NA
"911","Elvåga",2998,"Lake",NA,"59.86488,10.907965",NA,NA,NA
"912","Lake Päijänne",2999,"Lake",NA,"61.235888,25.550079",18.1,"km^3",NA
"913","Yerevan groundwater",3000,"Groundwater",NA,"40.229742,44.533768",NA,NA,NA
"914","Sava River",3001,"River",NA,"44.798647,20.433197",NA,NA,NA
"915","Danube River",3002,"River",NA,"44.829091,20.483665",NA,NA,NA
"916","Belgrade groundwater (under influence of surface)",3003,"Groundwater",NA,"44.826656,20.45929",NA,NA,NA
"917","Iskar Reservoir",3004,"Reservoir","1954","42.513495,23.53706",673,"hm^3",NA
"918","Beli Iskar Dam",3005,"Reservoir",NA,"42.135913,23.568764",NA,NA,NA
"919","Zurich groundwater/springs",3006,"Groundwater",NA,"47.363711,8.492432",NA,NA,NA
"920","Lake Zurich",3007,"Lake",NA,"47.294134,8.583069",NA,NA,NA
"921","Copenhagen well fields",3008,"Groundwater",NA,"55.596001,12.647667",NA,NA,NA
"922","Švihov",3009,"Reservoir",NA,"49.724951,15.090945",NA,NA,NA
"923","Jizera River alluvial wells",3010,"Groundwater",NA,"50.175483,14.731679",NA,NA,NA
"924","Lake Mälaren",3011,"Lake",NA,"59.425522,17.432556",14,"km^3",NA
"925","Lake Bornsjön",3012,"Lake",NA,"59.241396,17.769012",NA,NA,NA
"926","Kargali groundwater",3013,"Groundwater",NA,"39.599092,32.240388",2.5,"million m^3",NA
"927","Çubuk II Barajı",3014,"Reservoir","1964","40.289412,33.020096",22,"million m^3",NA
"928","Akyar Barajı",3015,"Reservoir","2000","40.587299,32.580042",56,"million m^3",NA
"929","Kavşakkaya Barajı",3016,"Reservoir","2007","40.307292,32.9308",80.8,"million m^3",NA
"930","Eğrekkaya Barajı",3017,"Reservoir","1992","40.498789,32.664242",112,"million m^3",NA
"931","Kurtboğazı Barajı",3018,"Reservoir","1973","40.272584,32.700291",92,"million m^3",NA
"932","Çamlıdere Barajı",3019,"Reservoir","1985","40.388887,32.381773",1220.2,"million m^3",NA
"933","Kızılırmak-Kesikköprü Barajı",3020,"Reservoir","1966","39.276883,33.518085",95,"million m^3 (7 billion w/ upstream reservoirs)",NA
"934","Athens groundwater",3021,"Groundwater",NA,"37.986997,23.725877",NA,NA,NA
"935","Mornos Reservoir",3022,"Reservoir","1979","38.527252,22.12389",670,"million m^3",NA
"936","Evinos Reservoir",3023,"Reservoir","2001","38.666614,21.84185",113,"million m^3",NA
"937","Yliki Lake",3024,"Lake",NA,"38.399393,23.249302",590,"million m^3",NA
"938","Marathon Reservoir",3025,"Reservoir","1929","38.168102,23.904104",34,"million m^3",NA
"939","Sea of Galilee",3026,"Lake",NA,"32.839212,35.563431",4,"km^3",NA
"940","Galilee Basin",3027,"Groundwater",NA,"32.936658,35.48996",NA,NA,NA
"941","Coastal Aquifer",3028,"Groundwater",NA,"31.756196,34.612427",NA,NA,NA
"942","Yarqon aquifer",3029,"Groundwater",NA,"31.090574,34.458618",NA,NA,NA
"943","Eastern Mountain Aquifer",3030,"Groundwater",NA,"31.975464,35.145264",NA,NA,NA
"944","Western Galilee Basin",3031,"Groundwater",NA,"32.939539,35.235901",NA,NA,NA
"945","Carmel Basin",3032,"Groundwater",NA,"32.763315,34.967422",NA,NA,NA
"946","Agni Negev and Arava aquifer",3033,"Groundwater",NA,"30.746557,35.197449",NA,NA,NA
"947","Ashkelon desalination plant",3034,"Ocean",NA,"31.638019,34.497864",NA,NA,NA
"948","Palmachim desalination plant",3035,"Ocean",NA,"31.949613,34.693623",NA,NA,NA
"949","Hadera desalination plant",3036,"Ocean",NA,"32.475736,34.88009",NA,NA,NA
"950","Intake of Aqueduct Peschiera - Peschiera springs",3037,"Groundwater",NA,"42.370752,13.008842",NA,NA,NA
"951","Intake of Aqueduct Peschiera - Capore springs",3038,"Groundwater",NA,"42.231854,12.818685",NA,NA,NA
"952","Lake Bracciano",3039,"Lake",NA,"42.11758,12.236366",NA,NA,NA
"953","Intake for Il Nuovo Acquedotto Vergine",3040,"Groundwater",NA,"41.926101,12.591298",NA,NA,NA
"954","Acqua Maria",3041,"Groundwater","144 B.C.","41.987065,13.024158",NA,NA,NA
"955","Iwaya Dam",3042,"Reservoir","1976","35.762864,137.155724",2100,"million m^3",NA
"956","Miso river dam",3043,"Reservoir","1996","35.979951,137.7701",3100,"million m^3",NA
"957","Inuyama intake - Kiso River",3044,"River",NA,"35.38919,136.935654",NA,NA,NA
"958","Asahi intake - Kiso River",3045,"River",NA,"35.254556,136.691036",NA,NA,NA
"959","Tokuyama Dam",3046,"Reservoir","2008","35.669744,136.500235",660,"million m^3",NA
"960","Challawa Gorge Dam",3047,"Reservoir","1993","11.700904,8.028259",904,"million m^3",NA
"961","Tiga Dam",3048,"Reservoir","1974","11.458154,8.398705",2,"million m^3",NA
"962","Tamburawa WTP",3049,"River",NA,"11.843411,8.513117",NA,NA,NA
"963","Kabul basin",3050,"Groundwater",NA,"34.547004,69.177303",NA,NA,NA
"964","Lake Qargha",3051,"Reservoir",NA,"34.554003,69.033794",NA,NA,NA
"965","Castelo do Bode",3052,"Reservoir","1951","39.544228,-8.31665",1.095,"billion m^3",NA
"966","Valada intake - Rio Tejo",3053,"River",NA,"39.078841,-8.758163",NA,NA,NA
"967","Alenquer groundwater",3054,"Groundwater",NA,"39.051185,-9.010162",NA,NA,NA
"968","Hanoi groundwater",3055,"Groundwater",NA,"21.056548,105.798597",NA,NA,NA
"969","Desna River",3056,"River","1961","50.558161,30.557656",NA,NA,NA
"970","Dnieper River",3057,"River","1939","50.56852,30.498219",NA,NA,NA
"971","Kiev groundwater",3058,"Groundwater",NA,"50.457941,30.592804",NA,NA,NA
"972","Lago La Plata",3059,"Reservoir","1973","18.333333,-66.236667",NA,NA,NA
"973","Lago Loíza",3060,"Reservoir",NA,"18.323322,-66.014357",NA,NA,NA
"974","Dâmboviţa River - Rosu WTP",3061,"River",NA,"44.449866,26.019788",NA,NA,NA
"975","Dâmboviţa River - Arcuda WTP",3062,"River",NA,"44.491301,25.863276",NA,NA,NA
"976","Arges River - Crivina WTP",3063,"River",NA,"44.427145,25.778764",NA,NA,NA
"977","Shuaiba South Desalination Plant",3064,"Ocean","1971","29.047391,48.170071",36,"million gallons/day capacity",NA
"978","Doha East Desalination Plant",3065,"Ocean","1978","29.382381,47.789133",42,"million gallons/day capacity",NA
"979","Doha West Desalination Plant",3066,"Ocean","1983","29.382381,47.789133",110,"million gallons/day capacity",NA
"980","Az-Zour Desalination Plant",3067,"Ocean","1988","28.704666,48.394175",115,"million gallons/day capacity",NA
"981","Sabiya Desalination Plant",3068,"Ocean","2006","29.577413,48.193159",100,"million gallons/day capacity",NA
"982","Al-Rawdatain Well Field",3069,"Groundwater",NA,"29.767358,47.748642",1,"million gallons/day capacity",NA
"983","Shuwaikh Desalination Plant",3070,"Ocean",NA,"29.357155,47.938499",19.5,"million gallons/day capacity",NA
"984","Sana'a Basin",3071,"Groundwater",NA,"15.378219,44.133453",NA,NA,NA
"985","Chirchik River - Salar Plant",3072,"River",NA,"41.377428,69.355778",NA,NA,NA
"986","Chirchik River - Bozsu Plant",3073,"River",NA,"41.346909,69.308217",NA,NA,NA
"987","Valdesia Dam",3074,"Reservoir","1975","18.394764,-70.280743",186,"million m^3",NA
"988","Rio Haina",3075,"River",NA,"18.47128,-70.019673",NA,NA,NA
"989","Rio Isabela",3076,"River",NA,"18.509625,-69.906993",NA,NA,NA
"990","Rio Duey",3077,"River",NA,"18.594158,-68.697263",NA,NA,NA
"991","Rio Isa",3078,"River",NA,"18.594616,-70.183116",NA,NA,NA
"992","Santo Dominico groundwater",3079,"Groundwater",NA,"18.555136,-69.842148",NA,NA,NA
"993","Havana groundwater",3080,"Groundwater",NA,"23.042457,-82.294121",NA,NA,NA
"994","Bacuranao",3081,"Reservoir",NA,"23.112023,-82.227516",NA,NA,NA
"995","La Coca",3082,"Reservoir",NA,"23.086956,-82.151556",NA,NA,NA
"996","La Zarza",3083,"Reservoir",NA,"23.091733,-82.116838",NA,NA,NA
"997","Rio Paraguay - Viñas Cue WTP",3084,"River",NA,"-25.231439,-57.581964",NA,NA,NA
"998","Baku groundwater",3085,"Groundwater",NA,"40.867834,49.016876",NA,NA,NA
"999","Jeiranbatan Reservoir",3086,"Reservoir","1958","40.53285,49.668159",186,"million m^3",NA
"1000","Samur River",3087,"River",NA,"41.639012,48.416018",NA,NA,NA
"1001","Kura River",3088,"River",NA,"39.932084,48.903751",NA,NA,NA
"1002","Jeita groundwater",3089,"Groundwater",NA,"33.955962,35.652094",NA,NA,NA
"1003","Beirut groundwater",3090,"Groundwater",NA,"33.89735,35.502405",NA,NA,NA
"1004","La Meuse",3091,"River",NA,"50.36163,4.872758",NA,NA,NA
"1005","Sonian Forest",3092,"Groundwater",NA,"50.7534,4.415302",NA,NA,NA
"1006","Spontin",3093,"Groundwater",NA,"50.32645,5.008907",NA,NA,NA
"1007","Modave",3094,"Groundwater",NA,"50.439577,5.293007",NA,NA,NA
"1008","Vedrin-Saint-Marc",3095,"Groundwater",NA,"50.491972,4.840422",NA,NA,NA
"1009","Nimy",3096,"Groundwater",NA,"50.49776,3.947868",NA,NA,NA
"1010","Ligny",3097,"Groundwater",NA,"50.513154,4.561729",NA,NA,NA
"1011","Niger River",3098,"River",NA,"12.644358,-7.917795",NA,NA,NA
"1012","Niger alluvium",3099,"Alluvial Aquifer",NA,"12.649802,-7.952814",NA,NA,NA
"1013","Bamako groundwater",3100,"Groundwater",NA,"12.560596,-7.932472",NA,NA,NA
"1014","Loumbila",3101,"Reservoir",NA,"12.495744,-1.40625",NA,NA,NA
"1015","Ouaga No. 3",3102,"Reservoir",NA,"12.389132,-1.504784",NA,NA,NA
"1016","Ziga",3103,"Reservoir",NA,"12.49608,-1.086445",NA,NA,NA
"1017","Assad Reservoir",3104,"Reservoir","1974","35.87229,38.542442",10,"km^3",NA
"1018","Lac de Mandroseza",3105,"Lake",NA,"-18.934826,47.554879",NA,NA,NA
"1019","Ikopa River",3106,"River",NA,"-18.828012,47.348435",NA,NA,NA
"1020","Jebel Ali Desalination Plant",3107,"Ocean",NA,"25.065386,55.102959",NA,NA,NA
"1021","Danube N Aquifer",3108,"Alluvial Aquifer",NA,"47.630347,19.107113",NA,NA,NA
"1022","Danube S Aquifer",3109,"Alluvial Aquifer",NA,"47.419507,19.094882",NA,NA,NA
"1023","Lusaka groundwater",3110,"Groundwater",NA,"-15.46096,28.278122",NA,NA,NA
"1024","Kafue River",3111,"River",NA,"-15.786224,28.173409",NA,NA,NA
"1025","Vistula River (near Filtry plant)",3112,"Alluvial Aquifer","1886","52.232583,21.041737",NA,NA,NA
"1026","Vistula River (near Praga plant)",3113,"Alluvial Aquifer","1964","52.221227,21.058109",NA,NA,NA
"1027","Jezioro Zegrzyńskie",3114,"Reservoir","1963","52.455696,21.022167",94.3,"million m^3",NA
"1028","Conakry groundwater",3115,"Groundwater",NA,"9.666161,-13.559275",NA,NA,NA
"1029","Barrage des Grandes Chutes",3116,"Reservoir",NA,"9.926876,-13.099737",NA,NA,NA
"1030","Styria springs",3117,"Groundwater",NA,"47.620513,14.92836",NA,NA,NA
"1031","Hirschwang springs",3118,"Groundwater",NA,"47.72108,15.790272",NA,NA,NA
"1032","Neusiedler See",3119,"Lake",NA,"47.894938,16.777153",0.325,"km^3",NA
"1033","Moosbrunn aquifer",3120,"Groundwater",NA,"48.017831,16.408596",NA,NA,NA
"1034","Tuni Reservoir",3121,"Reservoir","1977","-16.245331,-68.252306",21,"million m^3",NA
"1035","Laguna Milluni",3122,"Lake",NA,"-16.358933,-68.167076",NA,NA,NA
"1036","Represa Incachaca",3123,"Reservoir",NA,"-16.405397,-68.047042",NA,NA,NA
"1037","Represa Hampaturi",3124,"Reservoir",NA,"-16.414968,-68.019919",NA,NA,NA
"1038","Kigali groundwater",3125,"Groundwater",NA,"-1.945558,30.040398",NA,NA,NA
"1039","Kimisagara River",3126,"River",NA,"-1.941923,30.039121",NA,NA,NA
"1040","Nyabarongo River",3127,"River",NA,"-1.951648,29.998641",NA,NA,NA
"1041","Lilongwe River",3128,"River",NA,"-14.006927,33.758326",NA,NA,NA
"1042","Kamuzu Reservoir",3129,"Reservoir",NA,"-14.16662,33.685112",NA,NA,NA
"1043","Idini well field (Trarza aquifer)",3130,"Groundwater",NA,"17.929722, -15.625556",NA,NA,NA
"1044","Senegal River (tributary)",3131,"River",NA,"16.157799,-12.659855",NA,NA,NA
"1045","Mekong River",3132,"River",NA,"17.905166,102.616296",NA,NA,NA
"1046","Vientiane groundwater",3133,"Groundwater",NA,"17.89683,102.638826",NA,NA,NA
"1047","Nam Ngum River",3134,"River",NA,"18.146871,102.698393",NA,NA,NA
"1048","Saint Paul River",3135,"River",NA,"6.510322,-10.6497",NA,NA,NA
"1049","Monrovia groundwater",3136,"Groundwater",NA,"6.297383,-10.708752",NA,NA,NA
"1050","Bishkek aquifer",3137,"Groundwater",NA,"42.799431,74.596481",NA,NA,NA
"1051","Laguna de Asososca (spring fed)",3138,"Groundwater",NA,"12.138355,-86.314774",NA,NA,NA
"1052","Lake Managua alluvial aquifer",3139,"Alluvial Aquifer",NA,"12.16101,-86.208344",NA,NA,NA
"1053","Terelj-Tuul alluvial aquifer",3140,"Alluvial Aquifer",NA,"47.976363,107.589626",NA,NA,NA
"1054","Ulaanbaatar groundwater",3141,"Groundwater",NA,"47.922784,106.828308",NA,NA,NA
"1055","Amsterdamse Waterleidingduinen",3142,"Alluvial Aquifer",NA,"52.344359,4.53804",NA,NA,NA
"1056","Bethunepolder",3143,"Alluvial Aquifer",NA,"52.193929,5.068645",NA,NA,NA
"1057","Rhine River",3144,"River",NA,"52.029472,5.114232",NA,NA,NA
"1058","Zhinvali Reservoir",3145,"Reservoir","1985","42.141005,44.77375",500,"million m^3",NA
"1059","Bodorna Reservoir",3146,"Reservoir",NA,"42.045277,44.748216",1,"million m^3",NA
"1060","Avagvi alluvial aquifer",3147,"Alluvial Aquifer",NA,"41.922205,44.634018",NA,NA,NA
"1061","Tbilisi Reservoir",3148,"Reservoir","1953","41.761581,44.819584",308,"million m^3",NA
"1062","Umbeluzi River",3149,"River",NA,"-26.066787,32.370497",NA,NA,NA
"1063","King Abdullah Canal intake (Yarmouk R.)",3150,"River",NA,"32.682929,35.639466",NA,NA,NA
"1064","King Talal Dam",3151,"Reservoir",NA,"32.190141,35.803242",NA,NA,NA
"1065","Zarqa River",3152,"River",NA,"32.18591,35.636151",NA,NA,NA
"1066","Karak groundwater",3153,"Groundwater",NA,"31.277671,35.564461",NA,NA,NA
"1067","Disi aquifer",3154,"Groundwater","to be completed 2013","29.343875,35.513306",NA,NA,NA
"1068","Mujib Dam",3155,"Reservoir",NA,"31.444115,35.818777",NA,NA,NA
"1069","Dead Sea",3156,"Ocean",NA,"31.47201,35.557938",NA,NA,NA
"1070","Almaty Talgarsky wells",3157,"Groundwater",NA,"43.110759,76.857948",NA,NA,NA
"1071","Bolshaya Almatinka",3158,"River",NA,"43.184992,76.890827",NA,NA,NA
"1072","Malaya Almatinka",3159,"River",NA,"43.340942,76.996286",NA,NA,NA
"1073","Mekong River (Chruoy Changwar WTP)",3160,"River","1895","11.587974,104.939207",NA,NA,NA
"1074","Tonle Sap River (Phum Prek WTP)",3161,"River",NA,"11.617264,104.918318",NA,NA,NA
"1075","Bassac River (Chamkamon WTP)",3162,"River",NA,"11.530635,104.933403",NA,NA,NA
"1076","Djilli River",3163,"River",NA,"-4.160987,15.311497",NA,NA,NA
"1077","Djoué River",3164,"River","1954","-4.300623,15.207063",NA,NA,NA
"1078","West River - Modaomen Channel",3165,"River",NA,"22.180649,113.460885",NA,NA,NA
"1079","Zhuxiandong Reservoir",3166,"Reservoir",NA,"22.205127,113.518295",NA,NA,NA
"1080","Yellow River",3167,"River",NA,"34.972344,113.508682",NA,NA,NA
"1081","Yellow River alluvial aquifer",3169,"Alluvial Aquifer",NA,"34.901982,113.702488",NA,NA,NA
"1082","Zhengzhou groundwater",3170,"Groundwater",NA,"34.787647,113.64629",NA,NA,NA
"1083","Mopan Mountain Reservoir",3171,"Reservoir",NA,"45.637807,128.643122",NA,NA,NA
"1084","Songhua River",3172,"River",NA,"45.744168,126.488342",NA,NA,NA
"1085","Alcove Reservoir",3176,"Reservoir",NA,NA,NA,NA,NA
"1086","Allegheny river",3177,"River",NA,NA,NA,NA,NA
"1087","Amistad Dam",3185,"Reservoir",NA,NA,NA,NA,NA
"1088","Ann Arbor GW",3187,"Groundwater",NA,"42.264606,-83.731667",NA,NA,NA
"1089","Assawompset Pond",3197,"Reservoir",NA,NA,NA,NA,NA
"1090","Atlantic Intracoastal Waterway",3199,"River",NA,"33.725482,-78.902013",NA,NA,NA
"1091","Atoka Reservoir",3200,"Reservoir",NA,NA,NA,NA,NA
"1092","Bailey County GW",3202,"Groundwater",NA,"34.073137,-102.826753",NA,NA,NA
"1093","Bakersfield_GW",3203,"Groundwater",NA,"35.417594,-118.931229",NA,NA,NA
"1094","Barden Reservoir",3204,"Reservoir",NA,NA,853,"million gallons",NA
"1095","Barker Reservoir",3205,"Reservoir",NA,NA,NA,NA,NA
"1096","Barkhamsted Reservoir",3206,"Reservoir",NA,NA,NA,NA,NA
"1097","Barton Pond",3209,"Reservoir",NA,NA,NA,NA,NA
"1098","Basic Creek Reservoir",3210,"Reservoir",NA,"42.48001,-74.014599",NA,NA,NA
"1099","Bayou Bartholomew",3211,"Lake",NA,"32.722851,-92.066166",NA,NA,NA
"1100","Bayou DeSiard",3212,"Lake",NA,"32.533427,-92.055658",NA,NA,NA
"1101","Bayou Lafourche",3213,"Lake",NA,"29.581043,-90.717321",NA,NA,NA
"1102","Bear Creek Reservoir- Gaz",3214,"Reservoir",NA,NA,NA,NA,NA
"1103","Bee Tree Reservoir",3216,"Reservoir",NA,NA,NA,NA,NA
"1104","Bethany Lake",3220,"Reservoir",NA,NA,NA,NA,NA
"1105","Big Butte Springs GW",3222,"Groundwater",NA,"42.5207,-122.491486",NA,NA,NA
"1106","Big Horn Reservoir",3223,"Reservoir",NA,NA,NA,NA,NA
"1107","Big Sioux Aquifer",3224,"Groundwater",NA,"43.569447,-96.637657",NA,NA,NA
"1108","Big Sioux River",3225,"River",NA,"43.567535,-96.719559",NA,NA,NA
"1109","Big Tooth Reservoir",3226,"Reservoir",NA,"38.829077,-104.971239",NA,NA,NA
"1110","Black Bayou",3229,"Lake",NA,"32.588207,-92.064231",NA,NA,NA
"1111","Boca Reservoir",3230,"Reservoir",NA,NA,NA,NA,NA
"1112","Boehmer Reservoir",3231,"Reservoir",NA,"38.808455,-105.039051",NA,NA,NA
"1113","Boise GW",3234,"Groundwater",NA,"43.620171,-116.147568",NA,NA,NA
"1114","Boise River",3235,"River",NA,"43.560616,-116.122154",NA,NA,NA
"1115","Bonnie Doone Lake",3237,"Reservoir",NA,NA,NA,NA,NA
"1116","Boulder Reservoir",3238,"Reservoir",NA,NA,NA,NA,NA
"1117","Bowers Dam",3239,"Reservoir",NA,NA,NA,NA,NA
"1118","Bradbury Dam",3241,"Reservoir",NA,NA,NA,NA,NA
"1119","Bremerton GW",3242,"Groundwater",NA,"47.55475,-122.695709",NA,NA,NA
"1120","Broad River Diversion Canal",3244,"River",NA,"34.005552,-81.05724",NA,NA,NA
"1121","Cache La Poudre River",3252,"River",NA,"40.664543,-105.217291",NA,NA,NA
"1122","Cahaba River",3253,"River",NA,NA,NA,NA,NA
"1123","Cairnes Reservoir",3254,"Reservoir",NA,NA,NA,NA,NA
"1124","Canadice Lake",3257,"Reservoir",NA,NA,NA,NA,NA
"1125","Canton Reservoir",3261,"Reservoir",NA,NA,NA,NA,NA
"1126","Canton Sand and Gravel Aquifer",3262,"Groundwater",NA,"40.820045,-81.383682",NA,NA,NA
"1127","Cape Fear River - Fayetteville",3264,"River",NA,NA,NA,NA,NA
"1128","Carrizo-Wilcox Aquifer",3266,"Groundwater",NA,"32.255201,-95.362809",NA,NA,NA
"1129","Carvin Cove Reservoir",3267,"Reservoir",NA,NA,NA,NA,NA
"1130","Castle Hayne Aquifer",3269,"Groundwater",NA,"34.265445,-77.932945",NA,NA,NA
"1131","Cedar River Alluvial Aquifer - Cedar Rapids",3273,"River",NA,"41.994202,-91.676896",NA,NA,NA
"1132","Cedar Valley Aquifer",3275,"Groundwater",NA,"42.478428,-92.373444",NA,NA,NA
"1133","Cedarville Dam",3276,"Reservoir",NA,NA,NA,NA,NA
"1134","Cheney Reservoir",3281,"Reservoir",NA,NA,NA,NA,NA
"1135","Cheshire Reservoir",3283,"Reservoir",NA,NA,NA,NA,NA
"1136","Choke Canyon Reservoir",3286,"Reservoir",NA,"28.484007,-98.246798",NA,NA,NA
"1137","City Lake",3287,"Reservoir",NA,NA,NA,NA,NA
"1138","Clear Creek Reservoir",3288,"Reservoir",NA,NA,NA,NA,NA
"1139","Clear Fork Brazo River",3289,"River",NA,"32.6114,-99.692057",NA,NA,NA
"1140","Coal Mine Brook Well",3292,"Groundwater",NA,"42.290358,-71.761442",NA,NA,NA
"1141","Cobble Mountain Reservoir",3293,"Reservoir",NA,NA,NA,NA,NA
"1142","Cohansey Aquifer",3295,"Groundwater",NA,"39.420547,-74.531304",NA,NA,NA
"1143","Conestoga River",3300,"River",NA,"40.051304,-76.27514",NA,NA,NA
"1144","Contra Loma Reservoir",3301,"Reservoir",NA,"37.976917,-121.824337",NA,NA,NA
"1145","Cretaceous Aquifer",3304,"Groundwater",NA,"33.436026,-81.943116",NA,NA,NA
"1146","Cross Lake",3305,"Lake",NA,NA,NA,NA,NA
"1147","Crystal Creek Reservoir-CO",3308,"Reservoir",NA,NA,NA,NA,NA
"1148","Crystal Spring - VA",3310,"Groundwater",NA,"37.254107,-79.943896",NA,NA,NA
"1149","Cumberland River - Nashville-Davidson",3312,"River",NA,"36.253687,-86.666535",NA,NA,NA
"1150","Dakota Sandstone Aquifer - Sioux City",3313,"Groundwater",NA,"42.505009,-96.435639",NA,NA,NA
"1151","Deer Point Reservoir",3315,"Reservoir",NA,NA,NA,NA,NA
"1152","Delaware River",3316,"River",NA,"40.216111,-74.772633",NA,NA,NA
"1153","Des Moines River",3318,"River",NA,"41.645851,-93.662323",NA,NA,NA
"1154","Donner Lake",3324,"Reservoir",NA,NA,NA,NA,NA
"1155","Doughty Pond Dam",3325,"Reservoir",NA,NA,NA,NA,NA
"1156","East Branch Reservoir-OH",3329,"Reservoir",NA,NA,NA,NA,NA
"1157","East Fork Stones River",3331,"River",NA,NA,NA,NA,NA
"1158","East Lake",3332,"Reservoir",NA,NA,NA,NA,NA
"1159","Edgemeont Reservoir",3336,"Reservoir",NA,NA,NA,NA,NA
"1160","Edward Springs GW",3337,"Groundwater",NA,"48.152631,-122.241489",NA,NA,NA
"1161","Elk River",3342,"River",NA,"38.359763,-81.620878",NA,NA,NA
"1162","Elkhart GW",3343,"Groundwater",NA,"41.691373,-85.989014",NA,NA,NA
"1163","Ellensburg Aquifer",3344,"Groundwater",NA,"46.595911,-120.516956",NA,NA,NA
"1164","Equus Beds- High Plains Aquifer",3345,"Groundwater",NA,NA,NA,NA,NA
"1165","Falcon Dam",3348,"Reservoir",NA,NA,NA,NA,NA
"1166","Falling Creek Reservoir",3350,"Reservoir",NA,NA,NA,NA,NA
"1167","Falls Lake",3352,"Reservoir",NA,NA,NA,NA,NA
"1168","Fellows Lake",3355,"Reservoir",NA,NA,NA,NA,NA
"1169","Fishing Creek Reservoir",3356,"Reservoir",NA,NA,NA,NA,NA
"1170","Flat Iron Dam",3357,"Reservoir",NA,NA,NA,NA,NA
"1171","Florida Sand and Gravel Aquifer",3358,"Groundwater",NA,"30.454889,-87.216393",NA,NA,NA
"1172","Floridan Aquifer",3360,"Groundwater",NA,"29.391748,-82.36536",NA,NA,NA
"1173","Fresno Sole Source Aquifer",3363,"Groundwater",NA,NA,NA,NA,NA
"1174","Ft. Phantom Hill Reservoir",3364,"Reservoir",NA,NA,NA,NA,NA
"1175","Fulbright Spring",3365,"Groundwater",NA,NA,NA,NA,NA
"1176","Gibraltar Reservoir",3369,"Reservoir",NA,NA,NA,NA,NA
"1177","Glasford Aquifer",3370,"Groundwater",NA,"40.131116,-88.253716",NA,NA,NA
"1178","Glen Lake Reservoir",3371,"Reservoir",NA,NA,NA,NA,NA
"1179","Glenville Lake",3372,"Reservoir",NA,NA,NA,NA,NA
"1180","Granby Reservoir",3375,"Reservoir",NA,NA,NA,NA,NA
"1181","Great Miami Aquifer",3377,"Groundwater",NA,"39.148966,-84.561821",NA,NA,NA
"1182","Great Quittacas Pond",3378,"Reservoir",NA,NA,NA,NA,NA
"1183","Green Bay GW",3379,"Groundwater",NA,"44.501648,-87.96621",NA,NA,NA
"1184","Green Mountain Dam",3380,"Reservoir",NA,NA,NA,NA,NA
"1185","Griffin Reservoir",3381,"Reservoir",NA,NA,NA,NA,NA
"1186","Grizzly Reservoir",3383,"Reservoir",NA,NA,NA,NA,NA
"1187","Gulf Intercoastal Waterway",3386,"River",NA,NA,NA,NA,NA
"1188","Harris Lake",3387,"Reservoir",NA,NA,NA,NA,NA
"1189","Harris Pond Dam",3388,"Reservoir",NA,NA,NA,NA,NA
"1190","Hefner Reservoir",3390,"Reservoir",NA,NA,NA,NA,NA
"1191","Hemet Groundwater Basin",3391,"Groundwater",NA,"33.716915,-116.978012",NA,NA,NA
"1192","Hemlock Lake-NY",3392,"Lake",NA,NA,NA,NA,NA
"1193","Hilltop Aquifer",3396,"Groundwater",NA,"41.63546,-86.233803",NA,NA,NA
"1194","Hinckley Reservoir",3397,"Reservoir",NA,NA,NA,NA,NA
"1195","Holden Reservoir No. 1",3399,"Reservoir",NA,NA,729.3,"million gallons",NA
"1196","Holden Reservoir No. 2",3400,"Reservoir",NA,NA,257.4,"million gallons",NA
"1197","Holt Pond Dam",3401,"Reservoir",NA,NA,NA,NA,NA
"1198","Horsetooth Reservoir",3405,"Reservoir",NA,NA,NA,NA,NA
"1199","Housatonic River Aquifer",3406,"Groundwater",NA,"41.30889,-73.008812",NA,NA,NA
"1200","Hubbard Creek Reservoir",3407,"Reservoir",NA,NA,NA,NA,NA
"1201","Hueco Bolson Aquifer",3409,"Groundwater",NA,"31.798224,-106.365724",NA,NA,NA
